"Date","Price","Open","High","Low","Vol.","Change %"
"16/04/2024","120.62","120.09","121.44","119.75","7.00M","0.62%"
"15/04/2024","119.88","122.18","122.47","119.44","5.10M","-1.02%"
"12/04/2024","121.11","121.74","121.84","120.42","6.20M","-1.73%"
"11/04/2024","123.24","121.72","123.82","121.36","7.32M","1.22%"
"10/04/2024","121.75","121.35","123.08","121.32","4.51M","-1.20%"
"09/04/2024","123.23","124.35","124.75","121.24","5.56M","-0.90%"
"08/04/2024","124.35","125.00","125.11","123.76","6.12M","-0.44%"
"05/04/2024","124.90","124.42","126.00","124.14","4.90M","0.57%"
"04/04/2024","124.19","127.60","127.99","124.03","7.59M","-1.62%"
"03/04/2024","126.24","124.26","126.40","124.06","7.43M","1.53%"
"02/04/2024","124.34","124.51","124.93","123.43","4.86M","-0.91%"
"01/04/2024","125.48","125.54","126.27","124.56","4.13M","-0.10%"
"28/03/2024","125.61","125.39","126.17","125.20","6.59M","0.27%"
"27/03/2024","125.27","127.33","127.82","124.47","8.12M","-0.95%"
"26/03/2024","126.47","126.75","126.93","125.84","7.06M","0.31%"
"25/03/2024","126.08","127.67","127.67","126.05","7.45M","-1.34%"
"22/03/2024","127.79","129.01","129.21","127.55","6.66M","-0.95%"
"21/03/2024","129.01","130.52","132.77","128.95","17.84M","-0.18%"
"20/03/2024","129.24","129.98","130.69","128.27","8.37M","0.04%"
"19/03/2024","129.19","127.75","129.21","126.49","10.22M","1.09%"
"18/03/2024","127.80","127.20","128.95","126.88","12.23M","1.80%"
"15/03/2024","125.54","124.04","126.01","123.56","17.84M","0.01%"
"14/03/2024","125.53","127.23","127.80","124.94","10.97M","0.01%"
"13/03/2024","125.52","128.00","128.80","124.83","15.87M","-1.58%"
"12/03/2024","127.54","126.26","129.37","124.60","48.54M","11.75%"
"11/03/2024","114.13","111.61","114.75","111.18","20.44M","1.52%"
"08/03/2024","112.42","114.07","114.33","111.54","8.31M","-1.85%"
"07/03/2024","114.54","113.94","114.80","112.29","7.67M","2.02%"
"06/03/2024","112.27","111.50","113.05","110.67","6.71M","1.20%"
"05/03/2024","110.94","112.82","113.20","110.36","8.24M","-2.74%"
"04/03/2024","114.06","113.58","114.60","113.39","6.59M","0.25%"
"01/03/2024","113.78","111.68","113.94","111.52","7.61M","1.88%"
"29/02/2024","111.68","111.68","112.44","110.64","12.19M","0.00%"
"28/02/2024","111.68","111.26","112.02","111.10","5.28M","0.27%"
"27/02/2024","111.38","110.62","111.51","109.79","6.59M","0.37%"
"26/02/2024","110.97","112.00","112.54","110.93","6.34M","-0.88%"
